"","Ensembl_ID","gene_id"
"24205","ENSG00000266668","MIR5692C2"
"24206","ENSG00000183444","OR7E38P"
"24207","ENSG00000285725","AC004967.2"
"24208","ENSG00000243554","AC004967.1"
"24209","ENSG00000135175","OCM2"
"24210","ENSG00000263819","RN7SL478P"
"24211","ENSG00000239610","RN7SL13P"
"24212","ENSG00000164715","LMTK2"
"24213","ENSG00000180535","BHLHA15"
"24214","ENSG00000205356","TECPR1"
"24215","ENSG00000164713","BRI3"
"24216","ENSG00000006453","BAIAP2L1"
"24217","ENSG00000272950","AC093799.1"
"24218","ENSG00000214389","RPS3AP26"
"24219","ENSG00000213455","PPIAP82"
"24220","ENSG00000223402","AC074121.1"
"24221","ENSG00000106236","NPTX2"
"24222","ENSG00000207204","RNU6-393P"
"24223","ENSG00000166448","TMEM130"
"24224","ENSG00000196367","TRRAP"
"24225","ENSG00000266019","MIR3609"
"24226","ENSG00000238459","snoU13"
"24227","ENSG00000286305","AC004893.3"
"24228","ENSG00000238109","AC004893.1"
"24229","ENSG00000198742","SMURF1"
"24230","ENSG00000284840","AC004893.2"
"24231","ENSG00000185467","KPNA7"
"24232","ENSG00000002079","MYH16"
"24233","ENSG00000284523","AC004834.1"
"24234","ENSG00000284292","AC004922.1"
"24235","ENSG00000241685","ARPC1A"
"24236","ENSG00000130429","ARPC1B"
"24237","ENSG00000106244","PDAP1"
"24238","ENSG00000106245","BUD31"
"24239","ENSG00000239133","snoU13"
"24240","ENSG00000106246","PTCD1"
"24241","ENSG00000248919","ATP5MF-PTCD1"
"24242","ENSG00000160917","CPSF4"
"24243","ENSG00000228335","AC073063.1"
"24244","ENSG00000241468","ATP5MF"
"24245","ENSG00000198556","ZNF789"
"24246","ENSG00000160908","ZNF394"
"24247","ENSG00000196652","ZKSCAN5"
"24248","ENSG00000221909","FAM200A"
"24249","ENSG00000197343","ZNF655"
"24250","ENSG00000272647","AC005020.2"
"24251","ENSG00000265324","AC005020.1"
"24252","ENSG00000244219","TMEM225B"
"24253","ENSG00000197037","ZSCAN25"
"24254","ENSG00000224448","AC005020.1"
"24255","ENSG00000106258","CYP3A5"
"24256","ENSG00000160870","CYP3A7"
"24257","ENSG00000282277","CYP3A51P"
"24258","ENSG00000282301","CYP3A7-CYP3A51P"
"24259","ENSG00000221487","AC069294.1"
"24260","ENSG00000160868","CYP3A4"
"24261","ENSG00000273407","AC069294.1"
"24262","ENSG00000261511","CYP3A137P"
"24263","ENSG00000021461","CYP3A43"
"24264","ENSG00000260445","AC011904.1"
"24265","ENSG00000260524","CYP3A52P"
"24266","ENSG00000244623","OR2AE1"
"24267","ENSG00000146833","TRIM4"
"24268","ENSG00000176402","GJC3"
"24269","ENSG00000237640","AC004522.4"
"24270","ENSG00000199711","Y_RNA"
"24271","ENSG00000222966","SNORA40"
"24272","ENSG00000160862","AZGP1"
"24273","ENSG00000286921","AC004522.5"
"24274","ENSG00000214313","AZGP1P1"
"24275","ENSG00000235713","AC004522.3"
"24276","ENSG00000286923","AC004522.6"
"24277","ENSG00000106261","ZKSCAN1"
"24278","ENSG00000166529","ZSCAN21"
"24279","ENSG00000166526","ZNF3"
"24280","ENSG00000168090","COPS6"
"24281","ENSG00000166508","MCM7"
"24282","ENSG00000207547","MIR25"
"24283","ENSG00000207757","MIR93"
"24284","ENSG00000208036","MIR106B"
"24285","ENSG00000221838","AP4M1"
"24286","ENSG00000106290","TAF6"
"24287","ENSG00000242798","AC073842.2"
"24288","ENSG00000166997","CNPY4"
"24289","ENSG00000214309","MBLAC1"
"24290","ENSG00000235077","AC073842.1"
"24291","ENSG00000214142","RPL7P60"
"24292","ENSG00000188186","LAMTOR4"
"24293","ENSG00000146826","MAP11"
"24294","ENSG00000266154","MIR4658"
"24295","ENSG00000197093","GAL3ST4"
"24296","ENSG00000213420","GPC2"
"24297","ENSG00000066923","STAG3"
"24298","ENSG00000239521","CASTOR3"
"24299","ENSG00000213413","PVRIG"
"24300","ENSG00000222482","AC005071.1"
"24301","ENSG00000214300","SPDYE3"
"24302","ENSG00000078319","PMS2P1"
"24303","ENSG00000201913","Y_RNA"
"24304","ENSG00000242294","STAG3L5P"
"24305","ENSG00000272752","STAG3L5P-PVRIG2P-PILRB"
"24306","ENSG00000121716","PILRB"
"24307","ENSG00000235333","PVRIG2P"
"24308","ENSG00000085514","PILRA"
"24309","ENSG00000287631","AC005071.2"
"24310","ENSG00000078487","ZCWPW1"
"24311","ENSG00000146834","MEPCE"
"24312","ENSG00000241357","AC092849.1"
"24313","ENSG00000160813","PPP1R35"
"24314","ENSG00000240211","PPP1R35-AS1"
"24315","ENSG00000185955","C7orf61"
"24316","ENSG00000264758","RN7SL161P"
"24317","ENSG00000166925","TSC22D4"
"24318","ENSG00000286938","AC092849.2"
"24319","ENSG00000266372","AC092849.1"
"24320","ENSG00000166924","NYAP1"
"24321","ENSG00000225807","AC069281.1"
"24322","ENSG00000242101","RN7SL416P"
"24323","ENSG00000106351","AGFG2"
"24324","ENSG00000184414","IRS3P"
"24325","ENSG00000205307","SAP25"
"24326","ENSG00000274272","AC069281.2"
"24327","ENSG00000077454","LRCH4"
"24328","ENSG00000106336","FBXO24"
"24329","ENSG00000224729","PCOLCE-AS1"
"24330","ENSG00000106333","PCOLCE"
"24331","ENSG00000106330","MOSPD3"
"24332","ENSG00000106327","TFR2"
"24333","ENSG00000077080","ACTL6B"
"24334","ENSG00000172354","GNB2"
"24335","ENSG00000146830","GIGYF1"
"24336","ENSG00000172336","POP7"
"24337","ENSG00000130427","EPO"
"24338","ENSG00000146839","ZAN"
"24339","ENSG00000196411","EPHB4"
"24340","ENSG00000263672","RN7SL750P"
"24341","ENSG00000146828","SLC12A9"
"24342","ENSG00000236305","SLC12A9-AS1"
"24343","ENSG00000087077","TRIP6"
"24344","ENSG00000087087","SRRT"
"24345","ENSG00000176125","UFSP1"
"24346","ENSG00000087085","ACHE"
"24347","ENSG00000239825","RN7SL549P"
"24348","ENSG00000235926","RPS29P15"
"24349","ENSG00000169894","MUC3A"
"24350","ENSG00000225946","RP11-395B7.2"
"24351","ENSG00000205277","MUC12"
"24352","ENSG00000227053","MUC12-AS1"
"24353","ENSG00000169876","MUC17"
"24354","ENSG00000222636","RN7SKP54"
"24355","ENSG00000169871","TRIM56"
"24356","ENSG00000106366","SERPINE1"
"24357","ENSG00000106367","AP1S1"
"24358","ENSG00000264425","MIR4653"
"24359","ENSG00000128564","VGF"
"24360","ENSG00000167011","NAT16"
"24361","ENSG00000106384","MOGAT3"
"24362","ENSG00000205267","DGAT2L7P"
"24363","ENSG00000213394","RPSAP46"
"24364","ENSG00000106397","PLOD3"
"24365","ENSG00000106400","ZNHIT1"
"24366","ENSG00000106404","CLDN15"
"24367","ENSG00000214253","FIS1"
"24368","ENSG00000207454","RNU6-1104P"
"24369","ENSG00000278683","AC006329.1"
"24370","ENSG00000214252","AZGP1P2"
"24371","ENSG00000232301","LNCPRESS1"
"24372","ENSG00000232445","EMSLR"
"24373","ENSG00000128581","IFT22"
"24374","ENSG00000160963","COL26A1"
"24375","ENSG00000233683","AC004965.1"
"24376","ENSG00000233123","LINC01007"
"24377","ENSG00000106436","MYL10"
"24378","ENSG00000257923","CUX1"
"24379","ENSG00000259294","AC005096.1"
"24380","ENSG00000272219","AC005072.1"
"24381","ENSG00000261535","AC005086.2"
"24382","ENSG00000230110","AC005086.1"
"24383","ENSG00000280404","AC005086.5"
"24384","ENSG00000258040","AC005086.3"
"24385","ENSG00000280004","AC005086.4"
"24386","ENSG00000256295","AC005086.2"
"24387","ENSG00000279724","AC005086.3"
"24388","ENSG00000258093","AC005086.4"
"24389","ENSG00000252824","SNORA48"
"24390","ENSG00000264642","AC005088.1"
"24391","ENSG00000278586","AC005088.1"
"24392","ENSG00000160999","SH2B2"
"24393","ENSG00000264675","MIR4285"
"24394","ENSG00000170409","AC091390.1"
"24395","ENSG00000200552","Y_RNA"
"24396","ENSG00000228546","AC091390.3"
"24397","ENSG00000260097","SPDYE6"
"24398","ENSG00000128563","PRKRIP1"
"24399","ENSG00000239969","AC091390.5"
"24400","ENSG00000239486","AC091390.4"
"24401","ENSG00000221510","MIR548O"
"24402","ENSG00000239480","AC073517.1"
"24403","ENSG00000160991","ORAI2"
"24404","ENSG00000160993","ALKBH4"
"24405","ENSG00000161036","LRWD1"
"24406","ENSG00000266715","MIR5090"
"24407","ENSG00000264471","MIR4467"
"24408","ENSG00000005075","POLR2J"
"24409","ENSG00000256604","AC093668.2"
"24410","ENSG00000271745","AC093668.3"
"24411","ENSG00000170667","RASA4B"
"24412","ENSG00000238392","AC093668.1"
"24413","ENSG00000168255","POLR2J3"
"24414","ENSG00000284981","UPK3BL2"
"24415","ENSG00000270249","AC093668.1"
"24416","ENSG00000205238","SPDYE2"
"24417","ENSG00000285437","POLR2J3"
"24418","ENSG00000279168","AC105052.4"
"24419","ENSG00000105808","RASA4"
"24420","ENSG00000205236","AC105052.1"
"24421","ENSG00000238997","AC105052.1"
"24422","ENSG00000267368","UPK3BL1"
"24423","ENSG00000267645","AC105052.3"
"24424","ENSG00000173678","SPDYE2B"
"24425","ENSG00000228049","POLR2J2"
"24426","ENSG00000233297","RASA4DP"
"24427","ENSG00000286830","AC105052.5"
"24428","ENSG00000222011","FAM185A"
"24429","ENSG00000213385","AC105052.2"
"24430","ENSG00000161040","FBXL13"
"24431","ENSG00000252643","RNU6-1136P"
"24432","ENSG00000238324","RN7SKP198"
"24433","ENSG00000128606","LRRC17"
"24434","ENSG00000230257","NFE4"
"24435","ENSG00000264045","AC073127.1"
"24436","ENSG00000236226","AC073127.1"
"24437","ENSG00000170632","ARMC10"
"24438","ENSG00000233025","CRYZP1"
"24439","ENSG00000161048","NAPEPLD"
"24440","ENSG00000224415","AC007683.1"
"24441","ENSG00000236848","RPL23AP95"
"24442","ENSG00000279482","AC007683.2"
"24443","ENSG00000170629","DPY19L2P2"
"24444","ENSG00000237632","S100A11P1"
"24445","ENSG00000105819","PMPCB"
"24446","ENSG00000105821","DNAJC2"
"24447","ENSG00000161057","PSMC2"
"24448","ENSG00000235354","RPS29P16"
"24449","ENSG00000170615","SLC26A5"
"24450","ENSG00000251852","Y_RNA"
"24451","ENSG00000252047","Y_RNA"
"24452","ENSG00000234715","AC005064.1"
"24453","ENSG00000189056","RELN"
"24454","ENSG00000222386","RN7SKP86"
"24455","ENSG00000164815","ORC5"
"24456","ENSG00000187416","LHFPL3"
"24457","ENSG00000197258","EIF4BP6"
"24458","ENSG00000226869","LHFPL3-AS1"
"24459","ENSG00000237606","AC091286.1"
"24460","ENSG00000225329","LHFPL3-AS2"
"24461","ENSG00000243352","RN7SL8P"
"24462","ENSG00000237513","AC007384.1"
"24463","ENSG00000228393","LINC01004"
"24464","ENSG00000251911","SNORD112"
"24465","ENSG00000239569","KMT2E-AS1"
"24466","ENSG00000005483","KMT2E"
"24467","ENSG00000272918","AC005070.3"
"24468","ENSG00000135250","SRPK2"
"24469","ENSG00000270764","AC005070.1"
"24470","ENSG00000271482","AC005070.2"
"24471","ENSG00000213361","AC004884.1"
"24472","ENSG00000244490","RWDD4P1"
"24473","ENSG00000242154","AC004884.2"
"24474","ENSG00000201179","RNU6-1322P"
"24475","ENSG00000091127","PUS7"
"24476","ENSG00000223886","AC073073.1"
"24477","ENSG00000135249","RINT1"
"24478","ENSG00000185055","EFCAB10"
"24479","ENSG00000272604","AC073073.2"
"24480","ENSG00000231167","YBX1P2"
"24481","ENSG00000146776","ATXN7L1"
"24482","ENSG00000226624","AC005099.1"
"24483","ENSG00000128536","CDHR3"
"24484","ENSG00000280439","AC004836.1"
"24485","ENSG00000008282","SYPL1"
"24486","ENSG00000242562","DCAF13P1"
"24487","ENSG00000201796","RNU6-392P"
"24488","ENSG00000105835","NAMPT"
"24489","ENSG00000273320","AC007032.1"
"24490","ENSG00000243438","LARP1BP2"
"24491","ENSG00000243797","AC004917.1"
"24492","ENSG00000286076","AC005050.3"
"24493","ENSG00000267052","AC005050.1"
"24494","ENSG00000286013","AC005050.2"
"24495","ENSG00000253276","CCDC71L"
"24496","ENSG00000228742","LINC02577"
"24497","ENSG00000251978","RNA5SP236"
"24498","ENSG00000105851","PIK3CG"
"24499","ENSG00000005249","PRKAR2B"
"24500","ENSG00000243193","AC006387.1"
"24501","ENSG00000105856","HBP1"
"24502","ENSG00000272072","AC004492.1"
"24503","ENSG00000164597","COG5"
"24504","ENSG00000221356","AC004492.1"
"24505","ENSG00000228341","AC002381.1"
"24506","ENSG00000172209","GPR22"
"24507","ENSG00000105865","DUS4L"
"24508","ENSG00000288558","DUS4L-BCAP29"
"24509","ENSG00000272854","AC004839.2"
"24510","ENSG00000075790","BCAP29"
"24511","ENSG00000238832","snoU109"
"24512","ENSG00000250474","WBP1LP2"
"24513","ENSG00000225935","BANF1P5"
"24514","ENSG00000233705","SLC26A4-AS1"
"24515","ENSG00000091137","SLC26A4"
"24516","ENSG00000241764","AC002467.1"
"24517","ENSG00000105879","CBLL1"
"24518","ENSG00000091138","SLC26A3"
"24519","ENSG00000229626","PIGCP2"
"24520","ENSG00000091140","DLD"
"24521","ENSG00000091136","LAMB1"
"24522","ENSG00000273055","AC005046.2"
"24523","ENSG00000238297","U3"
"24524","ENSG00000091128","LAMB4"
"24525","ENSG00000216085","AC005048.1"
"24526","ENSG00000091129","NRCAM"
"24527","ENSG00000266112","AC007567.1"
"24528","ENSG00000135241","PNPLA8"
"24529","ENSG00000231006","RPL7P32"
"24530","ENSG00000177683","THAP5"
"24531","ENSG00000128590","DNAJB9"
"24532","ENSG00000225647","AC005487.1"
"24533","ENSG00000270425","AC002487.1"
"24534","ENSG00000205174","C7orf66"
"24535","ENSG00000279043","AC004014.2"
"24536","ENSG00000229603","AC004014.1"
"24537","ENSG00000227968","BUB3P1"
"24538","ENSG00000230941","AC002386.1"
"24539","ENSG00000234273","AC073071.1"
"24540","ENSG00000230192","AC073387.1"
"24541","ENSG00000271368","AC073387.2"
"24542","ENSG00000237064","EIF3IP1"
"24543","ENSG00000232199","RPL3P8"
"24544","ENSG00000226965","AC073114.1"
"24545","ENSG00000278424","AC073114.2"
"24546","ENSG00000287186","AC073326.2"
"24547","ENSG00000184903","IMMP2L"
"24548","ENSG00000228540","AC073326.1"
"24549","ENSG00000221279","AC005161.1"
"24550","ENSG00000173114","LRRN3"
"24551","ENSG00000238922","snoU13"
"24552","ENSG00000243621","AC003989.2"
"24553","ENSG00000227948","AC003989.1"
"24554","ENSG00000128512","DOCK4"
"24555","ENSG00000287011","AC003077.1"
"24556","ENSG00000225572","DOCK4-AS1"
"24557","ENSG00000222346","RNA5SP237"
"24558","ENSG00000234358","AC003080.1"
"24559","ENSG00000198839","ZNF277"
"24560","ENSG00000202406","RN7SKP187"
"24561","ENSG00000226851","AC004112.1"
"24562","ENSG00000230999","MTND5P8"
"24563","ENSG00000232922","MTND6P24"
"24564","ENSG00000236232","MTCYBP24"
"24565","ENSG00000006652","IFRD1"
"24566","ENSG00000180019","AC079741.1"
"24567","ENSG00000181016","LSMEM1"
"24568","ENSG00000182965","NPM1P14"
"24569","ENSG00000223646","AC002463.1"
"24570","ENSG00000225358","MIPEPP1"
"24571","ENSG00000146802","TMEM168"
"24572","ENSG00000164603","BMT2"
"24573","ENSG00000234520","AC018464.1"
"24574","ENSG00000279288","AC073346.2"
"24575","ENSG00000164604","GPR85"
"24576","ENSG00000225457","AC073346.1"
"24577","ENSG00000214194","SMIM30"
"24578","ENSG00000270997","AC073137.1"
"24579","ENSG00000278894","AC073348.1"
"24580","ENSG00000287592","AC073348.2"
"24581","ENSG00000154415","PPP1R3A"
"24582","ENSG00000128573","FOXP2"
"24583","ENSG00000236580","AC073626.2"
"24584","ENSG00000224595","AC073626.1"
"24585","ENSG00000282859","AC003992.1"
"24586","ENSG00000202334","RNA5SP238"
"24587","ENSG00000266229","AC020606.1"
"24588","ENSG00000272230","MIR3666"
"24589","ENSG00000135272","MDFIC"
"24590","ENSG00000225535","LINC01393"
"24591","ENSG00000233607","LINC01392"
"24592","ENSG00000226962","RAC1P6"
"24593","ENSG00000199764","Y_RNA"
"24594","ENSG00000244565","AC073901.1"
"24595","ENSG00000202377","SNORA25"
"24596","ENSG00000242072","AC092590.1"
"24597","ENSG00000240973","AC093714.1"
"24598","ENSG00000243345","AC093714.2"
"24599","ENSG00000199224","Y_RNA"
"24600","ENSG00000105967","TFEC"
"24601","ENSG00000279086","AC073130.3"
"24602","ENSG00000135269","TES"
"24603","ENSG00000243243","AC073130.2"
"24604","ENSG00000237813","AC002066.1"
"24605","ENSG00000237870","AC073130.1"
"24606","ENSG00000105971","CAV2"
"24607","ENSG00000216076","AC002066.2"
"24608","ENSG00000252672","snoZ185"
"24609","ENSG00000105974","CAV1"
"24610","ENSG00000235427","AC006159.1"
"24611","ENSG00000243220","AC006159.2"
"24612","ENSG00000231210","LINC01510"
"24613","ENSG00000105976","MET"
"24614","ENSG00000198898","CAPZA2"
"24615","ENSG00000235945","AC002543.1"
"24616","ENSG00000252115","Y_RNA"
"24617","ENSG00000222150","RNA5SP239"
"24618","ENSG00000227199","ST7-AS1"
"24619","ENSG00000004866","ST7"
"24620","ENSG00000214188","ST7-OT4"
"24621","ENSG00000228368","AC106873.1"
"24622","ENSG00000213050","TPM3P1"
"24623","ENSG00000226367","ST7-AS2"
"24624","ENSG00000287829","AC002542.6"
"24625","ENSG00000227532","AC002542.1"
"24626","ENSG00000230785","AC006326.1"
"24627","ENSG00000224042","MTND4P6"
"24628","ENSG00000230605","MTCYBP6"
"24629","ENSG00000105989","WNT2"
"24630","ENSG00000001626","CFTR"
"24631","ENSG00000286390","AC002465.1"
"24632","ENSG00000154438","ASZ1"
"24633","ENSG00000214684","AC003045.1"
"24634","ENSG00000237974","AC000111.2"
"24635","ENSG00000232661","CFTR-AS1"
"24636","ENSG00000234001","AC000111.1"
"24637","ENSG00000083622","AC000061.1"
"24638","ENSG00000077063","CTTNBP2"
"24639","ENSG00000224136","AC007568.1"
"24640","ENSG00000234826","AC003084.1"
"24641","ENSG00000128534","LSM8"
"24642","ENSG00000106013","ANKRD7"
"24643","ENSG00000222226","AC006926.1"
"24644","ENSG00000287827","AC002529.1"
"24645","ENSG00000229982","GTF3AP6"
"24646","ENSG00000230520","AC092098.1"
"24647","ENSG00000270516","AC079791.1"
"24648","ENSG00000263692","AC091320.2"
"24649","ENSG00000225546","LINC02476"
"24650","ENSG00000271739","U1"
"24651","ENSG00000233417","AC004946.1"
"24652","ENSG00000233969","AC004946.2"
"24653","ENSG00000184408","KCND2"
"24654","ENSG00000252023","RNU6-581P"
"24655","ENSG00000231295","AC004888.1"
"24656","ENSG00000106025","TSPAN12"
"24657","ENSG00000071243","ING3"
"24658","ENSG00000202225","RNA5SP240"
"24659","ENSG00000106034","CPED1"
"24660","ENSG00000234927","HMGN1P18"
"24661","ENSG00000212628","RNA5SP241"
"24662","ENSG00000207090","RNU6-517P"
"24663","ENSG00000287554","AC006364.1"
"24664","ENSG00000002745","WNT16"
"24665","ENSG00000196937","FAM3C"
"24666","ENSG00000213310","CYCSP19"
"24667","ENSG00000227371","AC074085.1"
"24668","ENSG00000234985","AC074085.2"
"24669","ENSG00000221690","AC004875.1"
"24670","ENSG00000227743","AC004875.1"
"24671","ENSG00000252704","RN7SKP277"
"24672","ENSG00000233272","PNPT1P2"
"24673","ENSG00000106278","PTPRZ1"
"24674","ENSG00000008311","AASS"
"24675","ENSG00000252003","RNU7-154P"
"24676","ENSG00000234418","AC015983.2"
"24677","ENSG00000226636","AC006020.1"
"24678","ENSG00000213302","AC015983.1"
"24679","ENSG00000128610","FEZF1"
"24680","ENSG00000230316","FEZF1-AS1"
"24681","ENSG00000081803","CADPS2"
"24682","ENSG00000240499","AC004594.1"
"24683","ENSG00000225795","AC006463.1"
"24684","ENSG00000235459","RPS26P31"
"24685","ENSG00000188050","RNF133"
"24686","ENSG00000235631","RNF148"
"24687","ENSG00000227573","AC004986.1"
"24688","ENSG00000128519","TAS2R16"
"24689","ENSG00000226680","AC073311.1"
"24690","ENSG00000081800","SLC13A1"
"24691","ENSG00000223595","LYPLA1P1"
"24692","ENSG00000164675","IQUB"
"24693","ENSG00000232524","AC073323.1"
"24694","ENSG00000207338","RNU6-296P"
"24695","ENSG00000128609","NDUFA5"
"24696","ENSG00000146809","ASB15"
"24697","ENSG00000230442","ASB15-AS1"
"24698","ENSG00000170807","LMOD2"
"24699","ENSG00000106299","WASL"
"24700","ENSG00000272686","AC006333.1"
"24701","ENSG00000201104","RNU6-11P"
"24702","ENSG00000228211","HYAL6P"
"24703","ENSG00000106302","HYAL4"
"24704","ENSG00000106304","SPAM1"
"24705","ENSG00000225583","AC004690.1"
"24706","ENSG00000241345","AC004690.2"
"24707","ENSG00000234224","TMEM229A"
"24708","ENSG00000242593","AC006148.1"
"24709","ENSG00000243574","AC006148.2"
"24710","ENSG00000241324","AC004930.1"
"24711","ENSG00000230268","SSU72P8"
"24712","ENSG00000213296","AC005521.1"
"24713","ENSG00000207214","RNU6-102P"
"24714","ENSG00000279419","AC004925.1"
"24715","ENSG00000170775","GPR37"
"24716","ENSG00000275356","C7orf77"
"24717","ENSG00000128513","POT1"
"24718","ENSG00000224897","POT1-AS1"
"24719","ENSG00000186676","EEF1GP1"
"24720","ENSG00000224899","LINC02830"
"24721","ENSG00000205898","AC019155.1"
"24722","ENSG00000219445","AC019155.2"
"24723","ENSG00000213291","AC010099.1"
"24724","ENSG00000234071","AC010099.3"
"24725","ENSG00000227847","AC010099.2"
"24726","ENSG00000197462","AC003975.1"
"24727","ENSG00000221418","AC003968.1"
"24728","ENSG00000241921","AC000372.1"
"24729","ENSG00000179603","GRM8"
"24730","ENSG00000287702","AC002057.2"
"24731","ENSG00000227249","AC000374.1"
"24732","ENSG00000287568","AC002057.1"
"24733","ENSG00000224981","AC000367.1"
"24734","ENSG00000230820","AC000362.1"
"24735","ENSG00000207692","MIR592"
"24736","ENSG00000236340","GRM8-AS1"
"24737","ENSG00000236105","PRELID3BP10"
"24738","ENSG00000048405","ZNF800"
"24739","ENSG00000279265","AC000123.2"
"24740","ENSG00000224138","AC000123.1"
"24741","ENSG00000280347","AC000123.3"
"24742","ENSG00000226770","AC000124.1"
"24743","ENSG00000179562","GCC1"
"24744","ENSG00000004059","ARF5"
"24745","ENSG00000106328","FSCN3"
"24746","ENSG00000106331","PAX4"
"24747","ENSG00000240790","AC073934.1"
"24748","ENSG00000197157","SND1"
"24749","ENSG00000240579","AC006529.1"
"24750","ENSG00000279078","SND1-IT1"
"24751","ENSG00000128594","LRRC4"
"24752","ENSG00000207588","MIR593"
"24753","ENSG00000207705","MIR129-1"
"24754","ENSG00000174697","LEP"
"24755","ENSG00000272915","AC018635.2"
"24756","ENSG00000221429","AC018635.1"
"24757","ENSG00000106344","RBM28"
"24758","ENSG00000242261","AC018635.1"
"24759","ENSG00000238750","RNU7-27P"
"24760","ENSG00000224940","PRRT4"
"24761","ENSG00000106348","IMPDH1"
"24762","ENSG00000228700","AC010655.1"
"24763","ENSG00000238590","RNU7-54P"
"24764","ENSG00000273184","AC010655.4"
"24765","ENSG00000135245","HILPDA"
"24766","ENSG00000240758","AC010655.2"
"24767","ENSG00000272601","AC010655.3"
"24768","ENSG00000165055","METTL2B"
"24769","ENSG00000273270","AC090114.2"
"24770","ENSG00000280828","AC090114.3"
"24771","ENSG00000213280","AC090114.1"
"24772","ENSG00000242588","AC108010.1"
"24773","ENSG00000223189","RNU6-177P"
"24774","ENSG00000243302","AC018638.4"
"24775","ENSG00000230715","AC018638.2"
"24776","ENSG00000229413","AC018638.1"
"24777","ENSG00000243679","AC018638.5"
"24778","ENSG00000281490","CICP14"
"24779","ENSG00000271553","AC018638.7"
"24780","ENSG00000241493","AC018638.3"
"24781","ENSG00000205085","FAM71F2"
"24782","ENSG00000271344","AC018638.6"
"24783","ENSG00000239722","IMP3P2"
"24784","ENSG00000201041","RNA5SP242"
"24785","ENSG00000252866","RNA5SP243"
"24786","ENSG00000135248","FAM71F1"
"24787","ENSG00000128595","CALU"
"24788","ENSG00000244218","RN7SL81P"
"24789","ENSG00000128617","OPN1SW"
"24790","ENSG00000128596","CCDC136"
"24791","ENSG00000128591","FLNC"
"24792","ENSG00000242902","FLNC-AS1"
"24793","ENSG00000135253","KCP"
"24794","ENSG00000128524","ATP6V1F"
"24795","ENSG00000272899","ATP6V1FNB"
"24796","ENSG00000221401","AC025594.1"
"24797","ENSG00000224163","AC025594.1"
"24798","ENSG00000128604","IRF5"
"24799","ENSG00000275106","AC025594.2"
"24800","ENSG00000064419","TNPO3"
"24801","ENSG00000242241","RN7SL306P"
"24802","ENSG00000244556","ODCP"
"24803","ENSG00000230359","TPI1P2"
"24804","ENSG00000238733","snoU13"
"24805","ENSG00000242162","AC018639.1"
"24806","ENSG00000241102","AC011005.2"
"24807","ENSG00000241573","AC011005.3"
"24808","ENSG00000240416","CYCSP20"
"24809","ENSG00000230626","AC011005.1"
"24810","ENSG00000158457","TSPAN33"
"24811","ENSG00000200629","Y_RNA"
"24812","ENSG00000128602","SMO"
"24813","ENSG00000243230","AC011005.4"
"24814","ENSG00000158467","AHCYL2"
"24815","ENSG00000286722","AC009244.2"
"24816","ENSG00000252280","RNU7-16P"
"24817","ENSG00000238072","AC009244.1"
"24818","ENSG00000128578","STRIP2"
"24819","ENSG00000239919","SNRPGP3"
"24820","ENSG00000199846","RNU1-72P"
"24821","ENSG00000240204","SMKR1"
"24822","ENSG00000273329","AC078846.1"
"24823","ENSG00000106459","NRF1"
"24824","ENSG00000212238","RNA5SP244"
"24825","ENSG00000286380","AC084864.2"
"24826","ENSG00000207990","MIR182"
"24827","ENSG00000199158","MIR96"
"24828","ENSG00000207691","MIR183"
"24829","ENSG00000242078","AC084864.1"
"24830","ENSG00000186591","UBE2H"
"24831","ENSG00000244036","AC073320.2"
"24832","ENSG00000199516","Y_RNA"
"24833","ENSG00000207184","Y_RNA"
"24834","ENSG00000263557","AC073320.1"
"24835","ENSG00000091732","ZC3HC1"
"24836","ENSG00000201109","RNA5SP245"
"24837","ENSG00000128607","KLHDC10"
"24838","ENSG00000229196","AC087071.1"
"24839","ENSG00000146842","TMEM209"
"24840","ENSG00000240571","AC087071.2"
"24841","ENSG00000165120","SSMEM1"
"24842","ENSG00000270992","AC024085.1"
"24843","ENSG00000158516","CPA2"
"24844","ENSG00000128510","CPA4"
"24845","ENSG00000238336","snoU13"
"24846","ENSG00000239044","snoU13"
"24847","ENSG00000158525","CPA5"
"24848","ENSG00000091704","CPA1"
"24849","ENSG00000106477","CEP41"
"24850","ENSG00000259920","AC007938.1"
"24851","ENSG00000272701","MESTIT1"
"24852","ENSG00000106484","MEST"
"24853","ENSG00000270823","AC007938.2"
"24854","ENSG00000199043","MIR335"
"24855","ENSG00000158623","COPG2"
"24856","ENSG00000270953","AC007938.3"
"24857","ENSG00000239021","RNA5SP246"
"24858","ENSG00000226045","AC234644.1"
"24859","ENSG00000213265","TSGA13"
"24860","ENSG00000287547","AC234644.2"
"24861","ENSG00000266265","KLF14"
"24862","ENSG00000271522","AC016831.5"
"24863","ENSG00000285106","AC016831.6"
"24864","ENSG00000229858","AC016831.2"
"24865","ENSG00000240680","H4P1"
"24866","ENSG00000232716","AC016831.3"
"24867","ENSG00000233559","LINC00513"
"24868","ENSG00000226380","AC016831.1"
"24869","ENSG00000271204","AC016831.4"
"24870","ENSG00000273319","AC058791.1"
"24871","ENSG00000231721","LINC-PINT"
"24872","ENSG00000199627","RNU6-1010P"
"24873","ENSG00000128585","MKLN1"
"24874","ENSG00000233287","AC009362.1"
"24875","ENSG00000236753","MKLN1-AS"
"24876","ENSG00000273489","AC008264.2"
"24877","ENSG00000128567","PODXL"
