"","filesName","TCGA_Barcode"
"12c4510a-fbad-4bff-97b5-846d4da395bd.htseq.counts.gz","12c4510a-fbad-4bff-97b5-846d4da395bd.htseq.counts.gz","TCGA-50-5936-11A-01R-1628-07"
"f9d52f9e-4f82-431a-a427-1c1259b8e765.htseq.counts.gz","f9d52f9e-4f82-431a-a427-1c1259b8e765.htseq.counts.gz","TCGA-78-7146-01A-11R-2039-07"
"ed610a8d-576a-4f6a-8259-01f9dd48b9d4.htseq.counts.gz","ed610a8d-576a-4f6a-8259-01f9dd48b9d4.htseq.counts.gz","TCGA-78-7147-01A-11R-2039-07"
"156c4f8b-4467-46d0-bc55-085a29377f3e.htseq.counts.gz","156c4f8b-4467-46d0-bc55-085a29377f3e.htseq.counts.gz","TCGA-44-5645-01B-04R-A277-07"
"32f7779d-9065-4241-ad44-efe90148ac23.htseq.counts.gz","32f7779d-9065-4241-ad44-efe90148ac23.htseq.counts.gz","TCGA-50-6595-01A-12R-1858-07"
"ce786209-c77d-47e0-95a6-20c036bed8b3.htseq.counts.gz","ce786209-c77d-47e0-95a6-20c036bed8b3.htseq.counts.gz","TCGA-64-5778-01A-01R-1628-07"
"e897fe45-26b8-468a-84fd-e1ad54f840e3.htseq.counts.gz","e897fe45-26b8-468a-84fd-e1ad54f840e3.htseq.counts.gz","TCGA-69-7765-01A-11R-2170-07"
"0c0d8887-ff41-46ae-9aba-f6f98f8c1c5e.htseq.counts.gz","0c0d8887-ff41-46ae-9aba-f6f98f8c1c5e.htseq.counts.gz","TCGA-55-8508-01A-11R-2403-07"
"fea5e368-ce88-4930-9283-c1b9f9c79a70.htseq.counts.gz","fea5e368-ce88-4930-9283-c1b9f9c79a70.htseq.counts.gz","TCGA-62-8398-01A-11R-2326-07"
"89a3db54-ffab-4341-99b6-a2213829bc0c.htseq.counts.gz","89a3db54-ffab-4341-99b6-a2213829bc0c.htseq.counts.gz","TCGA-44-7661-01A-11R-2066-07"
"e3b11f64-075b-49d2-8d18-85afab1cff82.htseq.counts.gz","e3b11f64-075b-49d2-8d18-85afab1cff82.htseq.counts.gz","TCGA-44-3398-01A-01R-1107-07"
"8dcf8486-6c13-4623-90c9-2c9f65f58fc8.htseq.counts.gz","8dcf8486-6c13-4623-90c9-2c9f65f58fc8.htseq.counts.gz","TCGA-44-7659-01A-11R-2066-07"
"5d6d057e-dd3f-4a85-8bf1-74d5069c7d9d.htseq.counts.gz","5d6d057e-dd3f-4a85-8bf1-74d5069c7d9d.htseq.counts.gz","TCGA-35-3615-01A-01R-0946-07"
"a6801749-f1cc-4824-8be9-c86df987b768.htseq.counts.gz","a6801749-f1cc-4824-8be9-c86df987b768.htseq.counts.gz","TCGA-55-7815-01A-11R-2170-07"
"027ec9be-7e41-44df-8f61-1e5698303eac.htseq.counts.gz","027ec9be-7e41-44df-8f61-1e5698303eac.htseq.counts.gz","TCGA-44-2665-11A-01R-1758-07"
"eef74b1b-b56d-4c1e-8524-952542b64eb0.htseq.counts.gz","eef74b1b-b56d-4c1e-8524-952542b64eb0.htseq.counts.gz","TCGA-86-8281-01A-11R-2287-07"
"4e3e715c-d067-48d9-96cc-0a49c3ac611a.htseq.counts.gz","4e3e715c-d067-48d9-96cc-0a49c3ac611a.htseq.counts.gz","TCGA-55-6972-11A-01R-1949-07"
"b01ddd22-5864-4e4a-a463-62831421fe99.htseq.counts.gz","b01ddd22-5864-4e4a-a463-62831421fe99.htseq.counts.gz","TCGA-95-7948-01A-11R-2187-07"
"09572b33-5517-462d-9a46-ec3d9b11b59b.htseq.counts.gz","09572b33-5517-462d-9a46-ec3d9b11b59b.htseq.counts.gz","TCGA-55-7914-01A-11R-2170-07"
"2c4641bd-928f-4fa2-9931-3351955c2396.htseq.counts.gz","2c4641bd-928f-4fa2-9931-3351955c2396.htseq.counts.gz","TCGA-55-7725-01A-11R-2170-07"
"dfbd7fa2-381f-4d52-a997-8e9ec71f760f.htseq.counts.gz","dfbd7fa2-381f-4d52-a997-8e9ec71f760f.htseq.counts.gz","TCGA-50-5931-11A-01R-1858-07"
"29b681e1-b036-4b63-9113-59bb58618c8a.htseq.counts.gz","29b681e1-b036-4b63-9113-59bb58618c8a.htseq.counts.gz","TCGA-50-5049-01A-01R-1628-07"
"b0937926-a768-41bd-80bc-68d4e5743f8c.htseq.counts.gz","b0937926-a768-41bd-80bc-68d4e5743f8c.htseq.counts.gz","TCGA-49-4487-01A-21R-1858-07"
"a1231612-345f-4ff4-8ee9-c5e596357f76.htseq.counts.gz","a1231612-345f-4ff4-8ee9-c5e596357f76.htseq.counts.gz","TCGA-86-8358-01A-11R-2326-07"
"65a21b09-322b-47cf-86bf-88916094c4f7.htseq.counts.gz","65a21b09-322b-47cf-86bf-88916094c4f7.htseq.counts.gz","TCGA-55-7727-01A-11R-2170-07"
"795e7910-92bb-4ca0-90fc-6f970bfaa2dd.htseq.counts.gz","795e7910-92bb-4ca0-90fc-6f970bfaa2dd.htseq.counts.gz","TCGA-67-4679-01B-01R-1755-07"
"3880c844-453a-47f0-a046-922baa28a07a.htseq.counts.gz","3880c844-453a-47f0-a046-922baa28a07a.htseq.counts.gz","TCGA-78-7155-01A-11R-2039-07"
"6e98ba8f-e00d-470c-832f-adc3dc6956a6.htseq.counts.gz","6e98ba8f-e00d-470c-832f-adc3dc6956a6.htseq.counts.gz","TCGA-05-4415-01A-22R-1858-07"
"2b856cba-b1b2-4d22-aed7-c5b8ab35415a.htseq.counts.gz","2b856cba-b1b2-4d22-aed7-c5b8ab35415a.htseq.counts.gz","TCGA-78-7536-01A-11R-2066-07"
"89105180-9922-43bc-81a9-7b43b11e5e20.htseq.counts.gz","89105180-9922-43bc-81a9-7b43b11e5e20.htseq.counts.gz","TCGA-69-7978-01A-11R-2187-07"
"12d1e7fb-44bc-4007-820d-a85c41d019df.htseq.counts.gz","12d1e7fb-44bc-4007-820d-a85c41d019df.htseq.counts.gz","TCGA-50-5944-01A-11R-1755-07"
"12fff07f-74d6-4ee0-9f4f-36a4d194d24f.htseq.counts.gz","12fff07f-74d6-4ee0-9f4f-36a4d194d24f.htseq.counts.gz","TCGA-MP-A4T8-01A-11R-A24X-07"
"6363e940-3a9d-49f3-adb0-e084be80d95d.htseq.counts.gz","6363e940-3a9d-49f3-adb0-e084be80d95d.htseq.counts.gz","TCGA-67-3773-01A-01R-0946-07"
